post_id,upload_date,content_id,media_id,traffic_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,total_engagement,engagement_growth_rate,high_engagement_flag,avg_engagement_by_media,is_outlier,traffic_source
IG0009413,2024-12-28 09:25:22.954916,9398,4,2,124449,5989,1960,4231,1461021,1960663,732,6.97,136629,1.5762157805332802,1,114984.38732394367,0,Hashtags
IG0009414,2025-02-19 09:25:22.954916,9399,2,2,78708,4393,2101,3817,524711,815486,533,10.92,89019,-0.11259499490553204,0,114825.70437121722,0,Hashtags
IG0009415,2025-09-25 09:25:22.954916,9400,2,3,88584,2055,1803,4748,1155742,1400887,104,6.94,97190,-0.07589373937921085,0,114825.70437121722,0,Reels Feed
IG0009416,2024-12-10 09:25:22.954916,9401,1,6,67803,9297,2816,10485,920536,1299656,885,6.96,90401,1.5762157805332802,0,115250.29181636726,0,Explore
IG0009417,2025-04-30 09:25:22.954916,9402,4,5,104464,6543,2999,10071,1578210,1908010,879,6.5,124077,-0.004242380999987194,1,114984.38732394367,0,Profile
IG0009418,2025-08-10 09:25:22.954916,9403,4,5,124598,4299,586,5279,1175143,1421378,133,9.48,134762,-0.0070419591586720065,1,114984.38732394367,0,Profile
IG0009419,2025-10-12 09:25:22.954916,9404,2,4,74757,6087,397,13797,689333,1172532,171,8.11,95038,0.09570235902554791,0,114825.70437121722,0,External
IG0009420,2024-11-30 09:25:22.954916,9405,2,1,79320,4795,3070,11064,1448382,1452327,374,6.76,98249,,0,114825.70437121722,0,Home Feed
IG0009421,2025-01-22 09:25:22.954916,9406,2,6,88514,5164,2516,5812,595410,885600,535,11.52,102006,0.040457964285091075,0,114825.70437121722,0,Explore
IG0009422,2025-02-21 09:25:22.954916,9407,2,1,160054,7349,1114,3967,1064200,1538276,30,11.21,172484,-0.11259499490553204,1,114825.70437121722,0,Home Feed
IG0009423,2025-04-07 09:25:22.954916,9408,1,2,59300,714,4548,7827,271050,691462,196,10.47,72389,-0.004242380999987194,0,115250.29181636726,0,Hashtags
IG0009424,2025-03-03 09:25:22.954916,9409,1,1,167740,25,763,5377,184917,543845,871,31.98,173905,0.08784211024389488,1,115250.29181636726,1,Home Feed
IG0009425,2025-01-28 09:25:22.954916,9410,4,1,189769,4197,1275,3340,1118725,1311897,425,15.14,198581,0.040457964285091075,1,114984.38732394367,0,Home Feed
IG0009426,2025-07-26 09:25:22.954916,9411,3,2,184922,1320,4306,4791,1264463,1432423,926,13.64,195339,0.014344171843597486,1,114632.7176658248,0,Hashtags
IG0009427,2025-06-10 09:25:22.954916,9412,2,4,16322,2086,3339,3743,382593,854686,959,2.98,25490,-0.03784233807712889,0,114825.70437121722,0,External
IG0009428,2025-09-12 09:25:22.954916,9413,4,3,196375,8735,3287,14619,66946,232617,31,95.87,223016,-0.07589373937921085,1,114984.38732394367,1,Reels Feed
IG0009429,2025-04-16 09:25:22.954916,9414,4,2,115352,660,1254,3297,1730912,2193516,358,5.5,120563,-0.004242380999987194,1,114984.38732394367,0,Hashtags
IG0009430,2025-09-16 09:25:22.954916,9415,1,5,43864,879,4162,5878,1126110,1600916,644,3.42,54783,-0.07589373937921085,0,115250.29181636726,0,Profile
IG0009431,2025-08-09 09:25:22.954916,9416,3,6,149167,8423,2470,12644,1246207,1302143,632,13.26,172704,-0.0070419591586720065,1,114632.7176658248,0,Explore
IG0009432,2025-11-17 09:25:22.954916,9417,4,6,92248,5612,2822,14542,1305162,1471154,748,7.83,115224,-0.36360818237712866,1,114984.38732394367,0,Explore
IG0009433,2025-10-15 09:25:22.954916,9418,2,6,199511,5423,3423,13910,1656883,1960650,665,11.34,222267,0.09570235902554791,1,114825.70437121722,0,Explore
IG0009434,2024-12-21 09:25:22.954916,9419,1,4,6660,388,1440,67,231841,666925,358,1.28,8555,1.5762157805332802,0,115250.29181636726,0,External
IG0009435,2025-02-28 09:25:22.954916,9420,2,4,21766,901,1173,473,727939,996093,383,2.44,24313,-0.11259499490553204,0,114825.70437121722,0,External
IG0009436,2025-03-12 09:25:22.954916,9421,4,6,99890,7347,616,10294,1243543,1476920,308,8.0,118147,0.08784211024389488,1,114984.38732394367,0,Explore
IG0009437,2025-09-27 09:25:22.954916,9422,2,1,82466,3962,4780,5840,997525,1028010,729,9.44,97048,-0.07589373937921085,0,114825.70437121722,0,Home Feed
IG0009438,2025-06-26 09:25:22.954916,9423,3,2,179353,1036,2998,1350,1723339,2154700,732,8.57,184737,-0.03784233807712889,1,114632.7176658248,0,Hashtags
IG0009439,2025-02-13 09:25:22.954916,9424,2,1,175689,2620,1184,7797,1226920,1611900,362,11.62,187290,-0.11259499490553204,1,114825.70437121722,0,Home Feed
IG0009440,2025-04-04 09:25:22.954916,9425,3,3,18600,8914,1238,3806,267058,610725,836,5.33,32558,-0.004242380999987194,0,114632.7176658248,0,Reels Feed
IG0009441,2025-08-14 09:25:22.954916,9426,2,3,87003,9807,632,2033,275764,775052,67,12.83,99475,-0.0070419591586720065,0,114825.70437121722,0,Reels Feed
IG0009442,2024-12-02 09:25:22.954916,9427,1,3,52416,6541,4042,13966,266392,751119,247,10.25,76965,1.5762157805332802,0,115250.29181636726,0,Reels Feed
IG0009443,2025-04-08 09:25:22.954916,9428,3,5,97430,5647,2305,11372,1534479,1856798,716,6.29,116754,-0.004242380999987194,1,114632.7176658248,0,Profile
IG0009444,2025-02-25 09:25:22.954916,9429,1,3,195001,61,1931,10665,272407,331295,432,62.68,207658,-0.11259499490553204,1,115250.29181636726,1,Reels Feed
IG0009445,2025-05-02 09:25:22.954916,9430,3,3,19122,6976,3330,11806,34684,464125,79,8.88,41234,0.03191992545539479,0,114632.7176658248,0,Reels Feed
IG0009446,2025-09-21 09:25:22.954916,9431,4,4,52911,1949,1547,14747,183815,371858,410,19.13,71154,-0.07589373937921085,0,114984.38732394367,0,External
IG0009447,2025-07-01 09:25:22.954916,9432,4,3,75297,664,3188,8004,1365061,1668357,793,5.22,87153,0.014344171843597486,0,114984.38732394367,0,Reels Feed
IG0009448,2025-05-25 09:25:22.954916,9433,2,4,46795,4667,2143,544,208389,395648,909,13.69,54149,0.03191992545539479,0,114825.70437121722,0,External
IG0009449,2025-10-05 09:25:22.954916,9434,4,5,63146,1726,2226,7370,1796381,1835305,606,4.06,74468,0.09570235902554791,0,114984.38732394367,0,Profile
IG0009450,2025-02-10 09:25:22.954916,9435,4,2,20033,4201,335,7096,1722485,1986086,889,1.59,31665,-0.11259499490553204,0,114984.38732394367,0,Hashtags
IG0009451,2025-09-05 09:25:22.954916,9436,1,5,101595,1112,2832,5198,1452150,1530956,364,7.23,110737,-0.07589373937921085,0,115250.29181636726,0,Profile
IG0009452,2025-05-02 09:25:22.954916,9437,2,6,43828,5116,2370,3758,45745,525633,433,10.48,55072,0.03191992545539479,0,114825.70437121722,0,Explore
IG0009453,2025-05-04 09:25:22.954916,9438,2,4,19677,4890,4636,3303,1208526,1615094,338,2.01,32506,0.03191992545539479,0,114825.70437121722,0,External
IG0009454,2024-12-24 09:25:22.954916,9439,3,2,24781,1634,1804,9732,1447202,1922381,143,1.97,37951,1.5762157805332802,0,114632.7176658248,0,Hashtags
IG0009455,2025-11-17 09:25:22.954916,9440,4,2,31975,2593,1588,3804,1748290,1881843,655,2.12,39960,-0.36360818237712866,0,114984.38732394367,0,Hashtags
IG0009456,2025-03-09 09:25:22.954916,9441,2,6,133909,653,3506,12494,1499674,1838892,604,8.19,150562,0.08784211024389488,1,114825.70437121722,0,Explore
IG0009457,2025-03-07 09:25:22.954916,9442,4,2,135496,9148,3283,11453,102835,444895,48,35.82,159380,0.08784211024389488,1,114984.38732394367,1,Hashtags
IG0009458,2025-07-16 09:25:22.954916,9443,4,3,35173,2677,1067,14653,197178,601121,846,8.91,53570,0.014344171843597486,0,114984.38732394367,0,Reels Feed
IG0009459,2025-08-08 09:25:22.954916,9444,1,6,123037,2920,3067,8698,776109,1249328,924,11.02,137722,-0.0070419591586720065,1,115250.29181636726,0,Explore
IG0009460,2025-11-01 09:25:22.954916,9445,3,5,159898,7629,3896,799,1973365,2057007,54,8.37,172222,-0.36360818237712866,1,114632.7176658248,0,Profile
IG0009461,2025-07-01 09:25:22.954916,9446,4,4,79155,2911,1999,14571,544095,765838,518,12.88,98636,0.014344171843597486,0,114984.38732394367,0,External
IG0009462,2025-07-09 09:25:22.954916,9447,2,6,49805,1216,2347,9031,1369286,1651211,284,3.78,62399,0.014344171843597486,0,114825.70437121722,0,Explore
IG0009463,2025-04-22 09:25:22.954916,9448,2,6,186107,9119,1651,11641,961873,1454083,614,14.34,208518,-0.004242380999987194,1,114825.70437121722,0,Explore
IG0009464,2025-04-22 09:25:22.954916,9449,3,6,20336,4133,887,10160,1971155,2417635,0,1.47,35516,-0.004242380999987194,0,114632.7176658248,0,Explore
IG0009465,2025-01-05 09:25:22.954916,9450,4,5,53550,4153,4197,9152,618682,928525,396,7.65,71052,0.040457964285091075,0,114984.38732394367,0,Profile
IG0009466,2025-07-31 09:25:22.954916,9451,2,6,158132,9700,2100,5947,638122,836045,821,21.04,175879,0.014344171843597486,1,114825.70437121722,0,Explore
IG0009467,2025-08-10 09:25:22.954916,9452,1,5,183106,9194,3080,8829,975684,1448290,911,14.1,204209,-0.0070419591586720065,1,115250.29181636726,0,Profile
IG0009468,2025-07-31 09:25:22.954916,9453,2,3,190044,7393,949,9740,703854,958163,656,21.72,208126,0.014344171843597486,1,114825.70437121722,0,Reels Feed
IG0009469,2024-12-30 09:25:22.954916,9454,1,6,75077,3852,2264,2918,30724,218635,284,38.47,84111,1.5762157805332802,0,115250.29181636726,1,Explore
IG0009470,2024-12-24 09:25:22.954916,9455,3,4,21638,2884,1346,6880,1591248,1871333,488,1.75,32748,1.5762157805332802,0,114632.7176658248,0,External
IG0009471,2025-09-13 09:25:22.954916,9456,1,1,44636,5013,4798,11763,1735650,2061793,673,3.21,66210,-0.07589373937921085,0,115250.29181636726,0,Home Feed
IG0009472,2025-01-02 09:25:22.954916,9457,1,3,176795,9505,2885,10432,436534,483996,776,41.24,199617,0.040457964285091075,1,115250.29181636726,1,Reels Feed
IG0009473,2025-07-06 09:25:22.954916,9458,1,2,29084,2640,3263,3733,97821,368196,676,10.52,38720,0.014344171843597486,0,115250.29181636726,0,Hashtags
IG0009474,2024-11-26 09:25:22.954916,9459,2,1,189823,2643,1903,212,766821,884006,304,22.01,194581,,1,114825.70437121722,0,Home Feed
IG0009475,2025-05-20 09:25:22.954916,9460,2,4,34747,5929,4203,8029,881712,1199726,677,4.41,52908,0.03191992545539479,0,114825.70437121722,0,External
IG0009476,2025-09-20 09:25:22.954916,9461,1,6,64896,1494,264,6805,681224,1056890,273,6.95,73459,-0.07589373937921085,0,115250.29181636726,0,Explore
IG0009477,2025-06-23 09:25:22.954916,9462,1,2,25861,500,4081,9365,1674874,1940405,138,2.05,39807,-0.03784233807712889,0,115250.29181636726,0,Hashtags
IG0009478,2025-06-14 09:25:22.954916,9463,4,4,134567,7809,1869,6836,1850136,2067317,994,7.31,151081,-0.03784233807712889,1,114984.38732394367,0,External
IG0009479,2025-10-15 09:25:22.954916,9464,3,2,111601,6940,12,2051,325702,347571,807,34.7,120604,0.09570235902554791,1,114632.7176658248,1,Hashtags
IG0009480,2025-08-15 09:25:22.954916,9465,2,2,35901,7129,2735,6883,1240120,1275907,650,4.13,52648,-0.0070419591586720065,0,114825.70437121722,0,Hashtags
IG0009481,2025-03-26 09:25:22.954916,9466,2,3,159369,3915,2973,13155,615798,1103602,587,16.26,179412,0.08784211024389488,1,114825.70437121722,0,Reels Feed
IG0009482,2025-05-23 09:25:22.954916,9467,3,6,29177,2670,432,8200,624504,861312,99,4.7,40479,0.03191992545539479,0,114632.7176658248,0,Explore
IG0009483,2025-01-15 09:25:22.954916,9468,1,4,4509,2756,2456,9729,545108,970753,138,2.0,19450,0.040457964285091075,0,115250.29181636726,0,External
IG0009484,2025-08-27 09:25:22.954916,9469,3,5,25309,2785,3233,10020,1763738,1823928,92,2.27,41347,-0.0070419591586720065,0,114632.7176658248,0,Profile
IG0009485,2025-11-01 09:25:22.954916,9470,1,2,115868,1326,606,11639,31241,485907,193,26.64,129439,-0.36360818237712866,1,115250.29181636726,0,Hashtags
IG0009486,2025-05-07 09:25:22.954916,9471,3,1,6625,7348,1133,4582,1542620,1896275,42,1.04,19688,0.03191992545539479,0,114632.7176658248,0,Home Feed
IG0009487,2025-01-12 09:25:22.954916,9472,3,5,162663,1969,4279,5954,973036,1156127,769,15.13,174865,0.040457964285091075,1,114632.7176658248,0,Profile
IG0009488,2025-11-15 09:25:22.954916,9473,2,2,121238,2732,4419,3550,950973,959172,257,13.76,131939,-0.36360818237712866,1,114825.70437121722,0,Hashtags
IG0009489,2025-05-19 09:25:22.954916,9474,3,5,165843,3135,1464,2388,1756092,1814229,978,9.53,172830,0.03191992545539479,1,114632.7176658248,0,Profile
IG0009490,2025-06-18 09:25:22.954916,9475,3,4,140656,7735,3119,3940,1419882,1531515,289,10.15,155450,-0.03784233807712889,1,114632.7176658248,0,External
IG0009491,2025-01-27 09:25:22.954916,9476,3,2,50804,7054,3355,5164,904579,934555,889,7.1,66377,0.040457964285091075,0,114632.7176658248,0,Hashtags
IG0009492,2025-09-18 09:25:22.954916,9477,1,5,196711,515,1841,5159,1427542,1488609,320,13.72,204226,-0.07589373937921085,1,115250.29181636726,0,Profile
IG0009493,2025-02-02 09:25:22.954916,9478,2,5,41115,7767,4062,399,726984,1225876,423,4.35,53343,-0.11259499490553204,0,114825.70437121722,0,Profile
IG0009494,2025-06-25 09:25:22.954916,9479,3,6,32741,6723,4046,6145,1066327,1276218,548,3.89,49655,-0.03784233807712889,0,114632.7176658248,0,Explore
IG0009495,2025-05-31 09:25:22.954916,9480,1,5,84468,7567,524,3897,765821,1209523,263,7.97,96456,0.03191992545539479,0,115250.29181636726,0,Profile
IG0009496,2025-06-21 09:25:22.954916,9481,1,3,153668,4526,2820,4113,427137,555535,604,29.72,165127,-0.03784233807712889,1,115250.29181636726,0,Reels Feed
IG0009497,2025-08-19 09:25:22.954916,9482,1,5,194024,2604,2085,11355,591342,854583,363,24.58,210068,-0.0070419591586720065,1,115250.29181636726,0,Profile
IG0009498,2025-11-18 09:25:22.954916,9483,1,6,126953,245,2083,13593,818201,879896,331,16.24,142874,-0.36360818237712866,1,115250.29181636726,0,Explore
IG0009499,2025-09-02 09:25:22.954916,9484,1,2,79574,5523,1029,12638,1923404,1956297,908,5.05,98764,-0.07589373937921085,0,115250.29181636726,0,Hashtags
IG0009500,2025-11-15 09:25:22.954916,9485,2,4,2324,7096,1180,5787,1720511,1908341,520,0.86,16387,-0.36360818237712866,0,114825.70437121722,0,External
IG0009501,2025-08-27 09:25:22.954916,9486,1,3,99310,9062,2232,11885,1762425,2125205,861,5.76,122489,-0.0070419591586720065,1,115250.29181636726,0,Reels Feed
IG0009502,2025-01-25 09:25:22.954916,9487,4,1,184597,1228,3617,14330,1819405,1985481,408,10.26,203772,0.040457964285091075,1,114984.38732394367,0,Home Feed
IG0009503,2025-01-02 09:25:22.954916,9488,1,4,43438,9558,3508,1900,1475980,1553272,887,3.76,58404,0.040457964285091075,0,115250.29181636726,0,External
IG0009504,2025-03-17 09:25:22.954916,9489,1,2,82010,1418,857,6387,1595094,1860246,583,4.87,90672,0.08784211024389488,0,115250.29181636726,0,Hashtags
IG0009505,2025-10-23 09:25:22.954916,9490,3,1,188968,3514,4282,762,1534200,1780301,697,11.1,197526,0.09570235902554791,1,114632.7176658248,0,Home Feed
IG0009506,2025-06-06 09:25:22.954916,9491,4,1,40958,7698,3027,12656,1846060,2181678,463,2.95,64339,-0.03784233807712889,0,114984.38732394367,0,Home Feed
IG0009507,2024-12-15 09:25:22.954916,9492,2,6,7243,8728,1210,4322,1570735,1869666,158,1.15,21503,1.5762157805332802,0,114825.70437121722,0,Explore
IG0009508,2025-04-14 09:25:22.954916,9493,2,4,21558,2639,4260,2515,63952,140358,139,22.07,30972,-0.004242380999987194,0,114825.70437121722,0,External
IG0009509,2024-12-10 09:25:22.954916,9494,2,6,83328,9294,1421,9103,570613,1043794,441,9.88,103146,1.5762157805332802,0,114825.70437121722,0,Explore
IG0009510,2025-11-10 09:25:22.954916,9495,4,1,181002,2766,2367,1770,1563067,1652691,220,11.37,187905,-0.36360818237712866,1,114984.38732394367,0,Home Feed
IG0009511,2025-05-17 09:25:22.954916,9496,3,2,155481,1008,1182,8734,421926,782178,413,21.27,166405,0.03191992545539479,1,114632.7176658248,0,Hashtags
IG0009512,2025-08-17 09:25:22.954916,9497,3,1,93095,1706,2635,11615,1457588,1663844,828,6.55,109051,-0.0070419591586720065,0,114632.7176658248,0,Home Feed
IG0009513,2025-02-02 09:25:22.954916,9498,4,6,128478,9076,2781,9928,1263602,1452084,442,10.35,150263,-0.11259499490553204,1,114984.38732394367,0,Explore
IG0009514,2025-03-02 09:25:22.954916,9499,3,5,177935,8585,1754,10886,1773012,1890024,59,10.54,199160,0.08784211024389488,1,114632.7176658248,0,Profile
IG0009515,2025-08-17 09:25:22.954916,9500,2,5,182355,7737,2446,5354,1306406,1799830,642,11.0,197892,-0.0070419591586720065,1,114825.70437121722,0,Profile
IG0009516,2025-07-23 09:25:22.954916,9501,3,3,178279,7895,635,1146,676168,921952,213,20.39,187955,0.014344171843597486,1,114632.7176658248,0,Reels Feed
IG0009517,2025-02-09 09:25:22.954916,9502,3,2,163123,9238,4178,10396,774906,1175650,316,15.9,186935,-0.11259499490553204,1,114632.7176658248,0,Hashtags
IG0009518,2025-03-07 09:25:22.954916,9503,1,3,114089,1131,2597,4959,772887,913004,478,13.45,122776,0.08784211024389488,1,115250.29181636726,0,Reels Feed
IG0009519,2025-05-27 09:25:22.954916,9504,1,6,190834,1157,2856,14983,179242,206450,64,101.64,209830,0.03191992545539479,1,115250.29181636726,1,Explore
IG0009520,2025-09-12 09:25:22.954916,9505,3,4,44573,3931,1977,582,1090992,1202134,689,4.25,51063,-0.07589373937921085,0,114632.7176658248,0,External
IG0009521,2025-11-09 09:25:22.954916,9506,3,3,83130,7103,1251,11155,1584382,2083888,505,4.93,102639,-0.36360818237712866,0,114632.7176658248,0,Reels Feed
IG0009522,2025-02-23 09:25:22.954916,9507,2,4,3357,5973,3402,5958,1474105,1648954,173,1.13,18690,-0.11259499490553204,0,114825.70437121722,0,External
IG0009523,2025-08-03 09:25:22.954916,9508,1,6,81582,7604,3263,2563,1295562,1501226,474,6.33,95012,-0.0070419591586720065,0,115250.29181636726,0,Explore
IG0009524,2025-05-17 09:25:22.954916,9509,2,6,116811,9604,3557,5220,753296,1093424,271,12.36,135192,0.03191992545539479,1,114825.70437121722,0,Explore
IG0009525,2025-08-04 09:25:22.954916,9510,4,6,56538,6503,3470,6762,1783187,2030215,156,3.61,73273,-0.0070419591586720065,0,114984.38732394367,0,Explore
IG0009526,2025-05-28 09:25:22.954916,9511,2,4,126641,7344,886,2721,16680,370787,539,37.11,137592,0.03191992545539479,1,114825.70437121722,1,External
IG0009527,2025-06-23 09:25:22.954916,9512,3,4,138817,4672,4384,4896,1630972,2090024,463,7.31,152769,-0.03784233807712889,1,114632.7176658248,0,External
IG0009528,2025-04-15 09:25:22.954916,9513,2,1,177884,3375,4144,14782,675947,1129727,666,17.72,200185,-0.004242380999987194,1,114825.70437121722,0,Home Feed
IG0009529,2025-08-21 09:25:22.954916,9514,4,1,129198,7655,1983,7972,796010,819672,972,17.91,146808,-0.0070419591586720065,1,114984.38732394367,0,Home Feed
IG0009530,2025-09-04 09:25:22.954916,9515,3,2,54274,3525,4487,9086,1451049,1891681,39,3.77,71372,-0.07589373937921085,0,114632.7176658248,0,Hashtags
IG0009531,2025-08-05 09:25:22.954916,9516,4,3,11572,5739,2449,6706,589428,1013554,207,2.61,26466,-0.0070419591586720065,0,114984.38732394367,0,Reels Feed
IG0009532,2025-11-17 09:25:22.954916,9517,1,2,13595,1821,1136,11989,1048309,1409060,794,2.03,28541,-0.36360818237712866,0,115250.29181636726,0,Hashtags
IG0009533,2025-04-21 09:25:22.954916,9518,2,3,158780,4145,4721,13211,564490,948149,243,19.07,180857,-0.004242380999987194,1,114825.70437121722,0,Reels Feed
IG0009534,2025-08-15 09:25:22.954916,9519,3,4,195233,7631,174,4415,881203,1234308,447,16.81,207453,-0.0070419591586720065,1,114632.7176658248,0,External
IG0009535,2025-08-23 09:25:22.954916,9520,1,1,191720,2016,307,3262,278246,523724,606,37.67,197305,-0.0070419591586720065,1,115250.29181636726,1,Home Feed
IG0009536,2025-05-01 09:25:22.954916,9521,4,2,118246,1538,1861,10887,347447,494949,426,26.78,132532,0.03191992545539479,1,114984.38732394367,0,Hashtags
IG0009537,2025-05-11 09:25:22.954916,9522,4,1,18821,2743,1172,9912,1973748,2454108,730,1.33,32648,0.03191992545539479,0,114984.38732394367,0,Home Feed
IG0009538,2025-07-27 09:25:22.954916,9523,2,2,12580,2024,1805,9784,1153959,1282528,596,2.04,26193,0.014344171843597486,0,114825.70437121722,0,Hashtags
IG0009539,2025-11-03 09:25:22.954916,9524,1,2,167269,9464,140,14865,1607448,1777004,213,10.79,191738,-0.36360818237712866,1,115250.29181636726,0,Hashtags
IG0009540,2025-01-13 09:25:22.954916,9525,4,3,25476,224,2790,11631,1215591,1447130,796,2.77,40121,0.040457964285091075,0,114984.38732394367,0,Reels Feed
IG0009541,2025-05-19 09:25:22.954916,9526,4,1,61586,7168,3746,3223,525359,696713,543,10.87,75723,0.03191992545539479,0,114984.38732394367,0,Home Feed
IG0009542,2025-06-01 09:25:22.954916,9527,1,1,149564,8635,4732,7959,124834,416919,536,40.99,170890,-0.03784233807712889,1,115250.29181636726,1,Home Feed
IG0009543,2025-02-03 09:25:22.954916,9528,1,5,145654,5822,1014,7092,911845,1264486,84,12.62,159582,-0.11259499490553204,1,115250.29181636726,0,Profile
IG0009544,2024-11-21 09:25:22.954916,3091,2,3,8993,604,4450,10434,1511179,1913374,624,1.28,24481,,0,114825.70437121722,0,Reels Feed
IG0009545,2025-07-31 09:25:22.954916,9529,4,2,19539,219,2399,13841,219707,338102,298,10.65,35998,0.014344171843597486,0,114984.38732394367,0,Hashtags
IG0009546,2025-03-16 09:25:22.954916,9530,1,3,182455,1291,363,1614,1797392,2156618,622,8.61,185723,0.08784211024389488,1,115250.29181636726,0,Reels Feed
IG0009547,2024-12-30 09:25:22.954916,9531,1,6,7017,3176,52,625,1109698,1428645,520,0.76,10870,1.5762157805332802,0,115250.29181636726,0,Explore
IG0009548,2025-02-18 09:25:22.954916,9532,3,4,188654,4471,2834,12607,419745,910260,175,22.91,208566,-0.11259499490553204,1,114632.7176658248,0,External
IG0009549,2025-06-28 09:25:22.954916,9533,4,3,41240,1293,345,1148,876662,909391,755,4.84,44026,-0.03784233807712889,0,114984.38732394367,0,Reels Feed
IG0009550,2025-08-11 09:25:22.954916,9534,1,4,86254,7579,3775,3354,917868,1007058,617,10.03,100962,-0.0070419591586720065,0,115250.29181636726,0,External
IG0009551,2025-02-19 09:25:22.954916,9535,1,5,7846,8970,2535,6991,486748,532279,236,4.95,26342,-0.11259499490553204,0,115250.29181636726,0,Profile
IG0009552,2025-09-10 09:25:22.954916,9536,1,3,85441,1738,898,8809,1654976,1910758,920,5.07,96886,-0.07589373937921085,0,115250.29181636726,0,Reels Feed
IG0009553,2025-04-16 09:25:22.954916,9537,3,4,81703,7102,2817,6085,1375612,1500582,267,6.51,97707,-0.004242380999987194,0,114632.7176658248,0,External
IG0009554,2025-10-16 09:25:22.954916,9538,1,1,137642,4591,2471,8871,1195919,1607706,375,9.55,153575,0.09570235902554791,1,115250.29181636726,0,Home Feed
IG0009555,2024-11-23 09:25:22.954916,9539,2,5,11365,8809,4296,2313,811962,1278514,444,2.09,26783,,0,114825.70437121722,0,Profile
IG0009556,2024-11-22 09:25:22.954916,9540,2,5,172389,8212,1033,13167,436945,727593,926,26.77,194801,,1,114825.70437121722,0,Profile
IG0009557,2025-11-13 09:25:22.954916,9541,3,1,199019,4703,2983,13081,864763,1300497,62,16.9,219786,-0.36360818237712866,1,114632.7176658248,0,Home Feed
IG0009558,2025-02-28 09:25:22.954916,9542,2,5,46122,1234,1582,2302,365123,481302,857,10.65,51240,-0.11259499490553204,0,114825.70437121722,0,Profile
IG0009559,2025-07-23 09:25:22.954916,9543,1,4,197552,9801,4254,8068,638792,800310,784,27.45,219675,0.014344171843597486,1,115250.29181636726,0,External
IG0009560,2024-12-01 09:25:22.954916,9544,1,4,31979,2199,3308,4170,66996,159726,467,26.08,41656,1.5762157805332802,0,115250.29181636726,0,External
IG0009561,2025-10-25 09:25:22.954916,9545,4,5,185499,9408,3252,2326,787277,1110368,138,18.06,200485,0.09570235902554791,1,114984.38732394367,0,Profile
IG0009562,2025-11-17 09:25:22.954916,9546,4,2,153616,6233,1538,11927,9698,79687,614,217.49,173314,-0.36360818237712866,1,114984.38732394367,1,Hashtags
IG0009563,2025-01-15 09:25:22.954916,9547,4,1,96744,2458,3456,60,1595513,1884420,15,5.45,102718,0.040457964285091075,0,114984.38732394367,0,Home Feed
IG0009564,2025-01-25 09:25:22.954916,9548,2,2,37740,5430,501,2097,1995423,2387839,171,1.92,45768,0.040457964285091075,0,114825.70437121722,0,Hashtags
IG0009565,2025-05-23 09:25:22.954916,9549,4,1,16305,8015,1892,8907,1869440,2097984,663,1.67,35119,0.03191992545539479,0,114984.38732394367,0,Home Feed
IG0009566,2025-07-12 09:25:22.954916,9550,4,2,146072,710,4547,13414,89638,171109,224,96.28,164743,0.014344171843597486,1,114984.38732394367,1,Hashtags
IG0009567,2025-08-13 09:25:22.954916,9551,2,4,71934,5302,1195,14093,1397255,1546647,4,5.98,92524,-0.0070419591586720065,0,114825.70437121722,0,External
IG0009568,2025-10-20 09:25:22.954916,9552,1,3,66610,8713,7,751,1265466,1395343,744,5.45,76081,0.09570235902554791,0,115250.29181636726,0,Reels Feed
IG0009569,2025-05-03 09:25:22.954916,9553,3,5,16762,7744,2626,3524,1281562,1287730,757,2.38,30656,0.03191992545539479,0,114632.7176658248,0,Profile
IG0009570,2025-01-17 09:25:22.954916,9554,4,6,116740,7670,1128,2389,1277634,1330388,444,9.62,127927,0.040457964285091075,1,114984.38732394367,0,Explore
IG0009571,2025-07-30 09:25:22.954916,9555,1,5,25433,5869,4622,6710,1417760,1869598,96,2.28,42634,0.014344171843597486,0,115250.29181636726,0,Profile
IG0009572,2025-09-19 09:25:22.954916,9556,4,2,163471,1255,2481,13641,491940,522571,752,34.61,180848,-0.07589373937921085,1,114984.38732394367,1,Hashtags
IG0009573,2025-03-25 09:25:22.954916,9557,1,3,144757,8360,2349,4079,1545773,1586320,41,10.06,159545,0.08784211024389488,1,115250.29181636726,0,Reels Feed
IG0009574,2025-04-22 09:25:22.954916,9558,4,3,182236,9816,2492,14678,1363360,1514539,855,13.81,209222,-0.004242380999987194,1,114984.38732394367,0,Reels Feed
IG0009575,2025-07-18 09:25:22.954916,9559,1,6,4978,8039,2096,9884,1093251,1267510,613,1.97,24997,0.014344171843597486,0,115250.29181636726,0,Explore
IG0009576,2025-01-12 09:25:22.954916,9560,3,4,80861,9830,721,9504,992693,1489844,275,6.77,100916,0.040457964285091075,0,114632.7176658248,0,External
IG0009577,2025-10-03 09:25:22.954916,9561,2,1,135801,1201,4026,13519,962084,1044394,260,14.8,154547,0.09570235902554791,1,114825.70437121722,0,Home Feed
IG0009578,2025-02-17 09:25:22.954916,9562,4,1,8062,8605,4451,6103,30615,528726,195,5.15,27221,-0.11259499490553204,0,114984.38732394367,0,Home Feed
IG0009579,2025-06-16 09:25:22.954916,9563,3,5,65170,5058,3674,14205,1243394,1529211,634,5.76,88107,-0.03784233807712889,0,114632.7176658248,0,Profile
